RA;DEC;NH;ENERGY_SLOPE;ENERGY_SLOPE_ERROR;EXPOSURE_TIME;nufnu_3keV(erg.s-1.cm-2);nufnu_error_3keV(erg.s-1.cm-2);nufnu_0.5keV(erg.s-1.cm-2);nufnu_error_0.5keV(erg.s-1.cm-2);upper_limit_0.5keV(erg.s-1.cm-2);nufnu_1.5keV(erg.s-1.cm-2);nufnu_error_1.5keV(erg.s-1.cm-2);upper_limit_1.5keV(erg.s-1.cm-2);nufnu_4.5keV(erg.s-1.cm-2);nufnu_error_4.5keV(erg.s-1.cm-2);upper_limit_4.5keV(erg.s-1.cm-2)
02:14:36.845;-00:39:52.104;2.68E+20;0.616;+0.27/-0.20;142802.0;9.45095e-15;1.37843e-15;4.52097e-15;1.13899e-15;-9.990E+02;7.50782e-15;1.80468e-15;-9.990E+02;1.09462e-14;2.75773e-15;-9.990E+02
02:15:00.006;-00:47:19.911;2.67E+20;0.8;-999/-999;140872.0;4.38519e-15;9.18436e-16;1.54901e-15;7.4606e-16;-9.990E+02;2.72059e-15;1.18687e-15;-9.990E+02;9.6535e-15;2.77915e-15;-9.990E+02
02:15:01.316;-00:44:57.024;2.68E+20;-0.182;+0.23/-0.18;143568.0;1.56937e-14;2.13568e-15;1.40954e-15;5.55048e-16;-9.990E+02;7.85765e-15;1.84075e-15;-9.990E+02;2.52601e-14;4.24924e-15;-9.990E+02
02:14:15.023;-00:48:57.070;2.62E+20;0.8;-999/-999;143405.0;8.18577e-15;1.20419e-15;4.89976e-15;1.20252e-15;-9.990E+02;8.79535e-15;1.95275e-15;-9.990E+02;7.90738e-15;2.27526e-15;-9.990E+02
02:14:58.454;-00:48:44.742;2.67E+20;1.446;+0.16/-0.12;140288.0;1.57802e-14;1.06767e-15;2.6204e-14;2.61072e-15;-9.990E+02;3.16545e-14;3.23375e-15;-9.990E+02;1.28907e-14;2.41277e-15;-9.990E+02
02:14:26.680;-00:51:43.971;2.62E+20;0.8;-999/-999;144510.0;3.52774e-15;8.62092e-16;1.62112e-15;7.75474e-16;-9.990E+02;1.58769e-15;9.2946e-16;-9.990E+02;7.84813e-15;2.54512e-15;-9.990E+02
02:14:22.140;-00:40:54.521;2.66E+20;0.8;-999/-999;141677.0;4.50418e-15;9.45507e-16;2.22723e-15;9.01245e-16;-9.990E+02;5.12246e-15;1.66214e-15;-9.990E+02;4.96026e-15;2.00716e-15;-9.990E+02
02:14:46.943;-00:51:40.941;2.64E+20;0.8;-999/-999;143911.0;2.13079e-15;7.12088e-16;2.02289e-15;9.245e-16;-9.990E+02;1.69541e-15;1.0232e-15;-9.990E+02;1.28904e-15;1.08919e-15;-9.990E+02
02:14:38.667;-00:52:36.324;2.63E+20;0.191;+0.23/-0.18;138808.0;1.47694e-14;1.90269e-15;2.05495e-15;7.09747e-16;-9.990E+02;1.0862e-14;2.18942e-15;-9.990E+02;2.04029e-14;3.88667e-15;-9.990E+02
02:14:27.595;-00:52:31.736;2.61E+20;0.8;-999/-999;144981.0;3.68512e-15;8.75456e-16;1.02496e-15;6.13192e-16;-9.990E+02;2.00847e-15;1.0299e-15;-9.990E+02;9.16765e-15;2.74222e-15;-9.990E+02
02:14:28.843;-00:52:58.775;2.61E+20;0.8;-999/-999;145831.0;2.2543e-15;7.38666e-16;8.51e-16;6.07169e-16;-9.990E+02;2.918e-15;1.35102e-15;-9.990E+02;2.53699e-15;1.55128e-15;-9.990E+02
02:14:56.166;-00:40:42.612;2.69E+20;0.8;-999/-999;145530.0;3.92335e-15;9.05388e-16;1.80868e-15;8.16814e-16;-9.990E+02;3.08381e-15;1.29136e-15;-9.990E+02;6.69617e-15;2.33315e-15;-9.990E+02
02:14:08.633;-00:44:41.239;2.63E+20;0.8;-999/-999;142521.0;2.43801e-15;7.80273e-16;1.9851e-15;9.29323e-16;-9.990E+02;9.7067e-16;7.91126e-16;-9.990E+02;3.69036e-15;1.90847e-15;-9.990E+02
02:14:43.454;-00:53:18.201;2.63E+20;0.8;-999/-999;138006.0;3.59199e-15;8.89785e-16;1.7264e-15;8.15662e-16;-9.990E+02;2.53345e-15;1.19696e-15;-9.990E+02;6.42621e-15;2.34586e-15;-9.990E+02
02:14:25.572;-00:38:57.474;2.67E+20;0.588;+0.22/-0.18;139741.0;1.4997e-14;1.77804e-15;7.71326e-15;1.59776e-15;-9.990E+02;1.02866e-14;2.26989e-15;-9.990E+02;1.75784e-14;3.75098e-15;-9.990E+02
02:14:22.228;-00:52:57.620;2.50E+20;0.8;-999/-999;142605.0;6.81895e-15;1.11741e-15;2.89749e-15;9.63124e-16;-9.990E+02;6.96906e-15;1.8121e-15;-9.990E+02;9.80161e-15;2.64967e-15;-9.990E+02
02:14:54.361;-00:39:42.928;2.70E+20;0.8;-999/-999;145737.0;5.06479e-15;1.00171e-15;3.44549e-15;1.13361e-15;-9.990E+02;5.03276e-15;1.65585e-15;-9.990E+02;4.58612e-15;1.96633e-15;-9.990E+02
02:14:05.477;-00:45:04.731;2.62E+20;0.8;-999/-999;143055.0;5.81981e-15;1.05367e-15;2.73441e-15;9.95867e-16;-9.990E+02;4.01527e-15;1.46235e-15;-9.990E+02;1.06922e-14;2.94103e-15;-9.990E+02
02:14:31.346;-00:53:41.346;2.61E+20;0.8;-999/-999;143706.0;3.1749e-15;8.34419e-16;1.04857e-15;6.45237e-16;-9.990E+02;3.59705e-15;1.42218e-15;-9.990E+02;4.68778e-15;2.00374e-15;-9.990E+02
02:14:16.831;-00:52:27.640;2.50E+20;1.044;+0.17/-0.13;144704.0;1.49398e-14;1.3086e-15;1.40298e-14;1.86723e-15;-9.990E+02;1.80199e-14;2.4917e-15;-9.990E+02;1.44578e-14;2.69055e-15;-9.990E+02
02:14:34.224;-00:54:25.742;2.61E+20;0.8;-999/-999;141495.0;3.92177e-15;9.02814e-16;2.83104e-15;-1.58852e-12;3.04548e-15;4.73351e-15;1.61548e-15;-9.990E+02;8.23581e-15;2.58924e-15;-9.990E+02
02:14:06.359;-00:42:34.499;2.63E+20;0.8;-999/-999;142451.0;5.14022e-15;9.99297e-16;3.55947e-15;1.105e-15;-9.990E+02;4.74888e-15;1.55109e-15;-9.990E+02;5.05532e-15;1.96611e-15;-9.990E+02
02:15:02.658;-00:51:43.797;2.66E+20;0.8;-999/-999;113988.0;6.55552e-15;1.16476e-15;3.04527e-15;1.10273e-15;-9.990E+02;6.24189e-15;1.88886e-15;-9.990E+02;9.49172e-15;2.8723e-15;-9.990E+02
02:15:10.648;-00:48:01.767;2.68E+20;0.8;-999/-999;108483.0;6.0776e-15;1.15189e-15;4.7701e-15;1.32274e-15;-9.990E+02;4.36193e-15;1.53784e-15;-9.990E+02;6.6314e-15;2.33796e-15;-9.990E+02
02:14:10.325;-00:51:48.051;2.50E+20;0.8;-999/-999;146530.0;2.33294e-15;7.63112e-16;1.63578e-15;8.46555e-16;-9.990E+02;2.42132e-15;1.25309e-15;-9.990E+02;1.84453e-15;1.33614e-15;-9.990E+02
02:14:49.005;-00:37:51.687;2.70E+20;0.8;-999/-999;138152.0;4.26754e-15;9.74262e-16;2.38297e-15;9.61097e-16;-9.990E+02;4.6429e-15;1.6158e-15;-9.990E+02;4.40835e-15;1.93239e-15;-9.990E+02
02:14:48.018;-00:54:20.726;2.63E+20;0.8;-999/-999;117642.0;5.15665e-15;1.05405e-15;3.8949e-15;1.21939e-15;-9.990E+02;3.81398e-15;1.44875e-15;-9.990E+02;5.80137e-15;2.20366e-15;-9.990E+02
02:14:29.818;-00:54:54.259;2.49E+20;0.8;-999/-999;137536.0;6.90363e-15;1.13063e-15;4.03147e-15;1.11659e-15;-9.990E+02;5.22532e-15;1.54709e-15;-9.990E+02;1.02323e-14;2.68193e-15;-9.990E+02
02:15:08.624;-00:41:30.777;2.71E+20;0.537;+0.15/-0.12;102552.0;2.65286e-14;2.34766e-15;1.1008e-14;1.73225e-15;-9.990E+02;1.99457e-14;2.81455e-15;-9.990E+02;3.17045e-14;4.47383e-15;-9.990E+02
02:14:26.033;-00:54:37.789;2.49E+20;0.8;-999/-999;139152.0;3.54444e-15;8.71808e-16;2.32818e-15;9.30652e-16;-9.990E+02;3.44843e-15;1.37845e-15;-9.990E+02;3.50266e-15;1.7034e-15;-9.990E+02
02:15:12.335;-00:47:08.452;2.69E+20;0.551;+0.25/-0.19;105162.0;1.23082e-14;1.6599e-15;4.79571e-15;1.22204e-15;-9.990E+02;1.00503e-14;2.21351e-15;-9.990E+02;1.46137e-14;3.3682e-15;-9.990E+02
02:14:47.884;-00:37:21.446;2.70E+20;0.8;-999/-999;134033.0;7.92171e-15;1.2487e-15;4.24377e-15;1.20592e-15;-9.990E+02;8.05951e-15;2.00956e-15;-9.990E+02;9.42221e-15;2.67744e-15;-9.990E+02
02:14:53.433;-00:37:56.588;2.70E+20;0.8;-999/-999;134069.0;4.79721e-15;1.01543e-15;3.18101e-15;1.09722e-15;-9.990E+02;3.87381e-15;1.45702e-15;-9.990E+02;5.88821e-15;2.21468e-15;-9.990E+02
02:14:00.336;-00:45:51.507;2.51E+20;0.8;-999/-999;144751.0;4.9944e-15;1.03596e-15;2.62727e-15;1.04063e-15;-9.990E+02;5.18053e-15;1.75926e-15;-9.990E+02;5.91877e-15;2.34435e-15;-9.990E+02
02:14:02.441;-00:49:38.927;2.50E+20;0.8;-999/-999;144434.0;3.37405e-15;8.72128e-16;9.85816e-16;6.18434e-16;-9.990E+02;3.40533e-15;1.42387e-15;-9.990E+02;5.92405e-15;2.32384e-15;-9.990E+02
02:15:07.831;-00:51:26.417;2.67E+20;0.8;-999/-999;91861.7;8.0932e-15;1.31597e-15;2.38245e-15;-2.32145e-12;5.89683e-15;1.43842e-14;2.8779e-15;-9.990E+02;9.93902e-15;2.90413e-15;-9.990E+02
02:14:16.904;-00:37:58.676;2.66E+20;-0.438;+0.17/-0.14;128468.0;3.23242e-14;2.961e-15;1.98247e-15;6.04198e-16;-9.990E+02;1.29571e-14;2.28924e-15;-9.990E+02;5.77024e-14;6.56321e-15;-9.990E+02
02:15:04.197;-00:52:39.772;2.66E+20;0.8;-999/-999;93250.8;8.43283e-15;1.3703e-15;5.95267e-15;1.48853e-15;-9.990E+02;7.26567e-15;1.98911e-15;-9.990E+02;8.84529e-15;2.73493e-15;-9.990E+02
02:14:25.664;-00:37:05.697;2.67E+20;0.8;-999/-999;131070.0;7.80945e-15;1.26114e-15;2.83948e-15;1.04502e-15;-9.990E+02;6.52956e-15;1.93053e-15;-9.990E+02;1.44425e-14;3.50748e-15;-9.990E+02
02:14:50.975;-00:37:10.686;2.70E+20;0.8;-999/-999;125300.0;3.38933e-15;9.33096e-16;2.14106e-15;9.9725e-16;-9.990E+02;3.75331e-15;1.58922e-15;-9.990E+02;2.85198e-15;1.6905e-15;-9.990E+02
02:14:33.831;-00:36:19.711;2.69E+20;0.8;-999/-999;129285.0;3.02893e-15;8.9167e-16;1.33832e-15;7.79719e-16;-9.990E+02;2.44593e-15;1.28498e-15;-9.990E+02;5.20394e-15;2.32238e-15;-9.990E+02
02:13:57.403;-00:47:16.439;2.51E+20;0.8;-999/-999;144399.0;4.32512e-15;9.81432e-16;4.08554e-15;1.27419e-15;-9.990E+02;1.72673e-15;9.91904e-16;-9.990E+02;5.25958e-15;2.16555e-15;-9.990E+02
02:14:02.266;-00:50:57.111;2.50E+20;0.8;-999/-999;143531.0;4.49282e-15;1.0084e-15;2.18781e-15;9.3231e-16;-9.990E+02;2.59068e-15;1.23647e-15;-9.990E+02;8.8753e-15;2.84678e-15;-9.990E+02
02:14:02.436;-00:50:40.708;2.50E+20;0.8;-999/-999;144018.0;4.23663e-15;9.81144e-16;2.47469e-15;9.82711e-16;-9.990E+02;4.70969e-15;1.66253e-15;-9.990E+02;3.98742e-15;1.89947e-15;-9.990E+02
02:14:54.976;-00:55:07.070;2.63E+20;0.917;+0.20/-0.16;85943.0;1.59678e-14;1.60667e-15;1.54583e-14;2.35255e-15;-9.990E+02;1.23551e-14;2.43071e-15;-9.990E+02;1.6331e-14;3.43571e-15;-9.990E+02
02:14:48.082;-00:36:12.344;2.70E+20;0.8;-999/-999;119433.0;6.62773e-15;1.23498e-15;3.34843e-15;1.16467e-15;-9.990E+02;6.52133e-15;1.96703e-15;-9.990E+02;8.67339e-15;2.78788e-15;-9.990E+02
02:14:03.126;-00:51:35.090;2.50E+20;0.8;-999/-999;140813.0;6.3093e-15;1.13104e-15;4.55525e-15;1.26577e-15;-9.990E+02;4.81576e-15;1.58015e-15;-9.990E+02;7.33505e-15;2.40678e-15;-9.990E+02
02:14:40.560;-00:35:44.114;2.70E+20;0.8;-999/-999;124638.0;9.27882e-15;1.35848e-15;1.14356e-14;2.05904e-15;-9.990E+02;6.5355e-15;1.87984e-15;-9.990E+02;1.10384e-15;9.52457e-16;-9.990E+02
02:14:02.418;-00:39:52.871;2.64E+20;0.519;+0.15/-0.12;126241.0;2.72274e-14;2.37202e-15;1.06816e-14;1.69882e-15;-9.990E+02;2.05766e-14;2.97319e-15;-9.990E+02;3.28251e-14;4.74301e-15;-9.990E+02
02:14:16.834;-00:55:12.435;2.49E+20;0.8;-999/-999;132457.0;4.41898e-15;1.00803e-15;5.16286e-15;1.44312e-15;-9.990E+02;2.86756e-15;1.3081e-15;-9.990E+02;1.45621e-15;1.16648e-15;-9.990E+02
02:14:13.697;-00:54:45.617;2.49E+20;0.8;-999/-999;133882.0;3.51584e-15;9.26296e-16;2.63991e-15;1.06981e-15;-9.990E+02;3.25858e-15;1.44775e-15;-9.990E+02;2.97813e-15;1.70609e-15;-9.990E+02
02:14:02.565;-00:52:22.872;2.49E+20;0.8;-999/-999;135334.0;2.99412e-15;8.99052e-16;1.49921e-15;8.51169e-16;-9.990E+02;1.66553e-15;1.07264e-15;-9.990E+02;5.91855e-15;2.53275e-15;-9.990E+02
02:14:11.944;-00:37:08.639;2.66E+20;0.8;-999/-999;116610.0;7.00908e-15;1.24697e-15;4.49655e-15;1.32066e-15;-9.990E+02;1.64691e-15;9.67103e-16;-9.990E+02;1.50295e-14;3.64909e-15;-9.990E+02
02:13:58.129;-00:40:22.366;2.63E+20;0.8;-999/-999;115088.0;4.78978e-15;1.10881e-15;1.12552e-15;7.10687e-16;-9.990E+02;8.25831e-16;7.30216e-16;-9.990E+02;1.50771e-14;3.84765e-15;-9.990E+02
02:14:18.243;-00:35:30.532;2.67E+20;0.8;-999/-999;102064.0;5.56956e-15;1.24743e-15;2.06994e-15;1.00701e-15;-9.990E+02;3.78736e-15;1.65808e-15;-9.990E+02;1.15174e-14;3.50155e-15;-9.990E+02
02:14:16.639;-00:35:38.423;2.67E+20;0.8;-999/-999;100165.0;5.305e-15;1.23372e-15;3.1227e-15;1.24012e-15;-9.990E+02;9.14068e-16;8.09553e-16;-9.990E+02;1.25086e-14;3.69225e-15;-9.990E+02
02:13:51.413;-00:48:46.274;2.50E+20;0.8;-999/-999;113530.0;7.26728e-15;1.32182e-15;5.0951e-15;1.49557e-15;-9.990E+02;6.28312e-15;2.02672e-15;-9.990E+02;7.66357e-15;2.75468e-15;-9.990E+02
02:14:23.032;-00:34:45.461;2.68E+20;0.8;-999/-999;92941.4;6.89353e-15;1.3713e-15;3.48128e-15;1.32322e-15;-9.990E+02;5.09187e-15;1.93541e-15;-9.990E+02;1.1609e-14;3.60498e-15;-9.990E+02
02:15:14.561;-00:39:06.050;2.72E+20;0.622;+0.10/-0.09;43058.3;7.88121e-14;4.58026e-15;4.81219e-14;4.32044e-15;-9.990E+02;4.75045e-14;5.37257e-15;-9.990E+02;9.10456e-14;9.41462e-15;-9.990E+02
02:15:10.067;-00:36:39.447;2.82E+20;1.144;+0.12/-0.11;29839.1;5.33967e-14;3.30165e-15;5.30345e-14;5.29563e-15;-9.990E+02;7.87484e-14;7.57196e-15;-9.990E+02;4.9592e-14;7.01212e-15;-9.990E+02
02:14:06.846;-00:56:25.766;2.48E+20;1.977;+0.14/-0.12;70880.4;2.23763e-14;1.05915e-15;1.23193e-13;7.15124e-15;-9.990E+02;4.68288e-14;4.55167e-15;-9.990E+02;1.47201e-14;2.77766e-15;-9.990E+02
02:13:47.045;-00:42:44.671;2.52E+20;0.8;-999/-999;86287.8;7.85843e-15;1.49996e-15;1.96975e-15;1.00007e-15;-9.990E+02;8.7354e-15;2.56757e-15;-9.990E+02;1.33027e-14;3.91002e-15;-9.990E+02
02:13:44.587;-00:37:47.209;2.63E+20;0.058;+0.13/-0.11;36664.0;8.97459e-14;7.15539e-15;1.86236e-14;3.07051e-15;-9.990E+02;4.28731e-14;6.31913e-15;-9.990E+02;1.30695e-13;1.46487e-14;-9.990E+02
02:13:35.514;-00:47:56.561;2.50E+20;0.882;+0.13/-0.11;35655.6;6.57775e-14;4.56876e-15;2.51618e-14;3.93077e-15;-9.990E+02;1.00107e-13;9.48051e-15;-9.990E+02;6.82512e-14;9.47934e-15;-9.990E+02
01:38:46.473;-00:40:21.049;2.65E+20;0.8;-999/-999;17176.0;9.71122e-15;3.69873e-15;4.28292e-15;3.26295e-15;-9.990E+02;9.41844e-15;5.90822e-15;-9.990E+02;1.43235e-14;8.98518e-15;-9.990E+02
01:38:37.830;-00:40:07.261;2.65E+20;0.8;-999/-999;17138.0;1.43976e-14;4.38368e-15;4.61647e-15;3.28712e-15;-9.990E+02;1.69171e-14;7.65094e-15;-9.990E+02;2.0583e-14;1.03427e-14;-9.990E+02
01:39:16.720;-00:37:15.841;2.67E+20;0.8;-999/-999;15367.0;1.32104e-14;4.24948e-15;9.99991e-15;5.00359e-15;-9.990E+02;1.95108e-14;8.46753e-15;-9.990E+02;1.88707e-14;-1.66835e-11;4.91133e-14
01:38:47.065;-00:29:43.173;2.62E+20;0.8;-999/-999;15398.6;2.04713e-14;5.33676e-15;1.20276e-14;5.39408e-15;-9.990E+02;1.76615e-14;7.92077e-15;-9.990E+02;2.68679e-14;1.20496e-14;-9.990E+02
01:39:27.202;-00:35:08.307;2.67E+20;0.8;-999/-999;16277.1;1.39136e-14;4.52364e-15;8.19407e-15;-7.98105e-12;1.8085e-14;1.59856e-14;7.72352e-15;-9.990E+02;3.03827e-14;1.33328e-14;-9.990E+02
01:38:19.342;-00:40:20.971;2.63E+20;0.8;-999/-999;13686.3;2.92808e-14;6.29694e-15;1.87723e-14;6.72318e-15;-9.990E+02;4.12916e-14;1.21608e-14;-9.990E+02;1.04769e-14;7.33116e-15;-9.990E+02
01:38:18.074;-00:39:44.700;2.63E+20;0.8;-999/-999;13325.9;1.83296e-14;5.20182e-15;9.2329e-15;4.97361e-15;-9.990E+02;2.03235e-14;8.89575e-15;-9.990E+02;2.06091e-14;1.11018e-14;-9.990E+02
01:39:27.265;-00:31:05.505;2.66E+20;0.8;-999/-999;17319.7;9.87986e-15;3.97387e-15;4.98273e-15;3.79993e-15;-9.990E+02;7.29755e-15;5.56527e-15;-9.990E+02;1.66509e-14;1.04129e-14;-9.990E+02
01:39:14.551;-00:47:11.060;2.69E+20;-0.338;+0.26/-0.19;7121.0;1.28467e-13;1.8255e-14;1.1944e-14;4.59581e-15;-9.990E+02;5.01471e-14;1.38199e-14;-9.990E+02;2.20113e-13;3.8111e-14;-9.990E+02
01:39:35.834;-00:34:06.296;2.67E+20;0.8;-999/-999;16398.1;4.43043e-14;7.95064e-15;2.88305e-14;8.58864e-15;-9.990E+02;4.21959e-14;1.25702e-14;-9.990E+02;4.58272e-14;1.61718e-14;-9.990E+02
01:38:54.791;-00:26:19.630;2.63E+20;0.756;+0.15/-0.12;14973.5;1.87258e-13;1.56167e-14;1.20753e-13;1.57879e-14;-9.990E+02;1.56247e-13;2.17843e-14;-9.990E+02;2.04142e-13;3.08284e-14;-9.990E+02
01:39:43.802;-00:35:44.707;2.68E+20;0.8;-999/-999;7297.5;8.10438e-14;1.15189e-14;4.77252e-14;1.20258e-14;-9.990E+02;1.04743e-13;2.13773e-14;-9.990E+02;5.30566e-14;1.89245e-14;-9.990E+02
02:43:02.976;+00:46:28.201;3.19E+20;1.130;+0.10/-0.09;9699.5;2.89673e-13;1.5474e-14;3.26131e-13;2.682e-14;-9.990E+02;3.59712e-13;3.17371e-14;-9.990E+02;2.7096e-13;3.30797e-14;-9.990E+02
02:43:00.611;+00:41:58.739;3.18E+20;0.8;-999/-999;13825.4;2.7328e-14;6.2775e-15;2.24194e-14;7.60909e-15;-9.990E+02;1.90416e-14;8.38014e-15;-9.990E+02;2.88003e-14;1.26749e-14;-9.990E+02
02:43:38.315;+00:44:33.142;3.33E+20;0.8;-999/-999;14522.4;3.95925e-14;7.2904e-15;3.40802e-14;9.11352e-15;-9.990E+02;4.2458e-14;1.19804e-14;-9.990E+02;1.60322e-14;9.04339e-15;-9.990E+02
02:43:27.736;+00:55:52.137;3.32E+20;0.390;+0.20/-0.16;4616.4;1.81656e-13;2.05557e-14;4.50328e-14;1.1381e-14;-9.990E+02;1.43152e-13;2.56518e-14;-9.990E+02;2.3118e-13;4.14258e-14;-9.990E+02
02:43:55.876;+00:42:56.572;3.34E+20;0.8;-999/-999;12981.2;6.0027e-14;9.95775e-15;1.03897e-14;5.42937e-15;-9.990E+02;2.18314e-14;9.29609e-15;-9.990E+02;1.75856e-13;3.19086e-14;-9.990E+02
02:44:00.696;+00:47:24.627;3.36E+20;0.8;-999/-999;12665.4;1.86933e-14;6.03462e-15;9.71634e-15;5.88699e-15;-9.990E+02;2.03901e-14;1.00164e-14;-9.990E+02;2.0525e-14;1.24358e-14;-9.990E+02
02:43:36.898;+00:31:31.234;3.16E+20;1.376;+0.26/-0.20;10115.9;1.05674e-13;1.18824e-14;1.23676e-13;2.31749e-14;-9.990E+02;2.33574e-13;3.65762e-14;-9.990E+02;8.93606e-14;2.60032e-14;-9.990E+02
21:29:39.956;+00:05:17.170;3.63E+20;0.641;+0.15/-0.12;1496.0;1.97231e-12;1.5996e-13;7.93357e-13;1.2577e-13;-9.990E+02;1.87272e-12;2.35904e-13;-9.990E+02;2.25551e-12;3.23098e-13;-9.990E+02
21:29:39.764;+00:06:56.591;3.64E+20;0.8;-999/-999;1496.5;7.32279e-14;3.39936e-14;1.34808e-13;6.258e-14;-9.990E+02;7.75599e-14;-8.59467e-11;1.22684e-12;9.08012e-14;-1.29377e-10;1.84678e-12
21:29:35.888;+00:06:05.516;3.64E+20;0.8;-999/-999;1492.2;7.42902e-14;3.39936e-14;9.11843e-14;5.18632e-14;-9.990E+02;6.26859e-14;4.9138e-14;-9.990E+02;9.215e-14;-1.29377e-10;6.21527e-13
21:29:39.827;-00:07:14.867;3.60E+20;0.8;-999/-999;1483.5;8.23439e-14;3.67796e-14;7.56744e-14;4.82746e-14;-9.990E+02;5.21597e-14;4.65712e-14;-9.990E+02;7.85497e-14;7.01337e-14;-9.990E+02
00:39:13.434;+00:51:50.888;1.98E+20;0.8;-999/-999;13400.2;2.72428e-14;6.15204e-15;1.3732e-14;5.66607e-15;-9.990E+02;2.52649e-14;9.64917e-15;-9.990E+02;3.86901e-14;1.47765e-14;-9.990E+02
00:39:22.317;+00:52:19.361;1.97E+20;0.8;-999/-999;14558.0;1.99465e-14;5.3476e-15;1.99202e-14;7.14542e-15;-9.990E+02;1.31018e-14;7.027e-15;-9.990E+02;1.33772e-14;9.04008e-15;-9.990E+02
00:38:59.171;+00:54:53.426;2.00E+20;0.8;-999/-999;13975.1;6.13924e-14;8.56576e-15;6.91954e-14;1.18555e-14;-9.990E+02;3.22342e-14;9.96797e-15;-9.990E+02;3.52637e-14;1.29151e-14;-9.990E+02
00:39:24.378;+00:56:07.973;1.96E+20;0.8;-999/-999;14524.1;1.14636e-14;4.27648e-15;1.12132e-14;5.58827e-15;-9.990E+02;4.30355e-15;4.14194e-15;-9.990E+02;1.31832e-14;9.06144e-15;-9.990E+02
00:39:01.748;+00:47:49.145;2.00E+20;0.8;-999/-999;13224.1;1.41201e-14;4.6844e-15;1.03793e-14;5.26427e-15;-9.990E+02;5.2968e-15;4.66765e-15;-9.990E+02;2.43289e-14;1.23393e-14;-9.990E+02
00:39:36.821;+00:51:17.410;1.95E+20;0.8;-999/-999;13383.0;3.8848e-14;7.21386e-15;1.66213e-14;6.17382e-15;-9.990E+02;6.38258e-14;1.50449e-14;-9.990E+02;1.95538e-14;1.05195e-14;-9.990E+02
00:39:41.237;+00:54:28.389;1.94E+20;0.8;-999/-999;14571.8;2.65344e-14;6.14284e-15;1.33541e-14;5.70947e-15;-9.990E+02;3.69494e-14;1.17697e-14;-9.990E+02;1.88701e-14;1.03901e-14;-9.990E+02
00:39:22.549;+00:59:50.418;1.96E+20;0.8;-999/-999;13734.2;1.73197e-14;5.07832e-15;1.34833e-14;5.9178e-15;-9.990E+02;1.65572e-14;7.97122e-15;-9.990E+02;1.26828e-14;8.80315e-15;-9.990E+02
00:39:20.769;+00:44:29.639;1.98E+20;0.8;-999/-999;13157.4;1.67175e-14;5.21586e-15;1.43187e-14;6.29869e-15;-9.990E+02;1.09774e-14;6.8521e-15;-9.990E+02;1.68106e-14;1.04931e-14;-9.990E+02
00:39:55.582;+00:52:56.895;1.92E+20;0.8;-999/-999;11489.0;1.94422e-14;5.73792e-15;4.74925e-15;3.64292e-15;-9.990E+02;1.46215e-14;7.98141e-15;-9.990E+02;4.48096e-14;1.75192e-14;-9.990E+02
00:39:40.118;+00:42:49.843;1.95E+20;0.8;-999/-999;10014.3;2.61569e-14;7.08027e-15;2.23812e-14;8.57704e-15;-9.990E+02;1.71912e-14;9.45268e-15;-9.990E+02;2.63336e-14;1.44797e-14;-9.990E+02
03:06:52.441;-00:47:40.010;6.05E+20;0.8;-999/-999;10278.3;4.47786e-14;9.1416e-15;1.95408e-14;8.52174e-15;-9.990E+02;2.32295e-14;1.01304e-14;-9.990E+02;9.09854e-14;2.46636e-14;-9.990E+02
03:06:43.276;-00:45:49.669;6.08E+20;0.8;-999/-999;11117.0;5.88459e-14;1.00643e-14;5.45266e-15;4.4299e-15;-9.990E+02;4.53021e-14;1.35574e-14;-9.990E+02;1.33017e-13;2.8434e-14;-9.990E+02
03:06:47.054;-00:44:18.781;6.09E+20;0.8;-999/-999;11779.7;3.86511e-14;8.38915e-15;7.88277e-15;5.49989e-15;-9.990E+02;1.87063e-14;9.05797e-15;-9.990E+02;9.61358e-14;2.50007e-14;-9.990E+02
03:06:51.872;-00:53:47.225;6.00E+20;1.108;+0.16/-0.14;10856.6;1.67694e-13;1.41216e-14;2.0198e-13;2.4903e-14;-9.990E+02;1.78136e-13;2.4771e-14;-9.990E+02;1.58749e-13;2.75158e-14;-9.990E+02
